"date","counts","avg_temp","min_temp","max_temp","rainfall","wind_speed","humidity","snowfall","ground_temp","dust","year","month"
"2018-11-18",26464,6.1,1.9,10.7,0,1.1,48.8,0,5.6,37,"2018","11"
"2018-11-19",34352,6.5,3.3,11.3,0,1.4,50.4,0,5.6,58,"2018","11"
"2018-11-20",34855,6.5,0,12.7,0.2,1.8,39.9,0,5.3,40,"2018","11"
"2018-11-21",28140,5.8,3.1,8.2,1,1.2,57.1,0,6.3,35,"2018","11"
"2018-11-22",29239,2.3,-1.3,7.1,0,2.4,35,0,2.2,21,"2018","11"
"2018-11-23",28620,1.9,-3.1,7.6,0,1.4,29.6,0,1.5,25,"2018","11"
"2018-11-24",11255,2.6,0.3,3.8,10.9,1.8,71.1,8.8,0.6,28,"2018","11"
"2018-11-25",19946,4.8,1.3,9.8,0,1,77.8,0,3.3,55,"2018","11"
"2018-11-26",30698,6.3,1.6,13.6,0,1,70.1,0,4.7,70,"2018","11"
"2018-11-27",28806,7.1,3.1,12.5,0,1.5,65,0,5.2,110,"2018","11"
"2018-11-28",29177,5,2.1,11.1,0,1.6,27.1,0,3.2,88,"2018","11"
"2018-11-29",28977,3.5,0.6,6.7,0,1.3,41.4,0,1.3,64,"2018","11"
"2018-11-30",28557,2.7,-1.5,8,0,1.4,46.1,0,2.1,52,"2018","11"
"2018-12-01",24622,5.5,0.8,12.4,0,1,42.3,0,3.2,46,"2018","12"
"2018-12-02",23035,8.2,2.8,11.8,0,1.3,50.1,0,5.1,41,"2018","12"
"2018-12-03",10638,11.5,9.3,13.5,9.5,1.4,87.4,0,9.4,43,"2018","12"
"2018-12-04",20029,6.7,-0.3,11.8,5,2.7,74.9,0,7.5,33,"2018","12"
"2018-12-05",23535,0,-4.3,3.4,0,1.5,39.5,0,0.8,27,"2018","12"
"2018-12-06",23788,2.4,-1,6.8,0,2.3,50.5,0,2.6,36,"2018","12"
"2018-12-07",15148,-7.3,-9.6,-1.1,0,3.8,37.1,0,-3.3,23,"2018","12"
"2018-12-08",9824,-8.3,-11.4,-4.4,0,2.6,37.1,0,-5.2,21,"2018","12"
"2018-12-09",8749,-7.2,-11.8,-2.1,0,1.5,27,0,-4.9,21,"2018","12"
"2018-12-10",17987,-2.5,-8.1,4.6,0,0.9,33.3,0,-2.3,40,"2018","12"
"2018-12-11",20805,0.2,-2.4,2.9,0,1.2,44.8,0,-0.6,47,"2018","12"
"2018-12-12",19339,-1.9,-5,2.4,0,2.2,39,0,-1,49,"2018","12"
"2018-12-13",11765,-2.2,-5.9,2.1,1.3,2,57.4,1.7,-0.6,43,"2018","12"
"2018-12-14",14932,-4.4,-7.8,0.6,0,1.7,44.3,0,-2.3,35,"2018","12"
"2018-12-15",12720,-2.4,-7.8,3.2,0,1,46.8,0,-1.9,74,"2018","12"
"2018-12-16",10783,0,-2.6,2.1,0.3,0.9,63.8,0.4,-0.3,73,"2018","12"
"2018-12-17",17449,1.6,-1.5,5.9,0.3,1.8,60.1,0,0.7,82,"2018","12"
"2018-12-18",20917,2.6,-2.8,7.4,0,1.4,56.3,0,-0.4,52,"2018","12"
"2018-12-19",21970,4,1.3,9.5,0,1.4,53.4,0,2.6,53,"2018","12"
"2018-12-20",22881,3.4,-1.1,10.4,0,0.9,45.5,0,2.1,67,"2018","12"
"2018-12-21",23422,5.6,0.4,9.8,0,1.1,40.1,0,2.1,89,"2018","12"
"2018-12-22",17127,6.9,2.9,12.4,0,1.5,48.9,0,5,99,"2018","12"
"2018-12-23",13601,2.4,-3.4,7.5,0,2.9,43,0,3.3,54,"2018","12"
"2018-12-24",16579,-2.3,-5.9,3.1,0,1.6,35.9,0,-0.2,23,"2018","12"
"2018-12-25",12437,0.6,-4,5.2,0,1.2,53.4,0,-0.3,38,"2018","12"
"2018-12-26",17112,-1.5,-7.1,3,0,2.8,40.8,0,1.4,50,"2018","12"
"2018-12-27",11325,-10.1,-12.5,-6.5,0,3.5,28.3,0,-4,27,"2018","12"
"2018-12-28",10445,-10.5,-14.4,-6.6,0,2.5,33,0,-5.4,32,"2018","12"
"2018-12-29",8083,-7.6,-10.5,-3,0,2.9,29,0,-4.3,32,"2018","12"
"2018-12-30",7864,-6.8,-11.3,-0.9,0,1.2,35.9,0,-4.3,36,"2018","12"
"2018-12-31",11911,-5.4,-10.5,-0.5,0,1.2,39.6,0,-4.5,55,"2018","12"
"2019-01-01",8601,-5,-8.2,-0.6,0,2.1,49.5,0,-3.9,41,"2019","01"
"2019-01-02",14360,-4.9,-8.8,0.2,0,1.7,42.8,0,-3.3,38,"2019","01"
"2019-01-03",16344,-3.5,-8.4,3.2,0,1.4,38.8,0,-2.6,41,"2019","01"
"2019-01-04",17308,-1.1,-6.2,4.1,0,1.2,55.5,0,-1.4,77,"2019","01"
"2019-01-05",12380,-2.8,-5.5,1.1,0,2.2,40.3,0,-1.2,73,"2019","01"
"2019-01-06",11094,-2.8,-6.3,2.7,0,1.2,35,0,-1.2,47,"2019","01"
"2019-01-07",16795,-1.9,-6.2,3.1,0,1.4,46.4,0,-2,64,"2019","01"
"2019-01-08",15833,-3.5,-7.2,0.5,0,2.6,31,0,-2,44,"2019","01"
"2019-01-09",15819,-4.7,-9.4,1.3,0,1.3,28.8,0,-4.1,51,"2019","01"
"2019-01-10",17894,-0.6,-4.5,3,0,1.3,48.8,0,-0.7,61,"2019","01"
"2019-01-11",19271,2.4,-0.4,7.2,0,1,58.8,0,1.2,84,"2019","01"
"2019-01-12",14519,2.8,-0.6,8,0,1.3,47.6,0,2.6,110,"2019","01"
"2019-01-13",11751,1.2,-3,7.6,0,1.4,54.3,0,0.5,130,"2019","01"
"2019-01-14",14818,1.4,-2.4,5.3,0,0.9,68.6,0,-0.3,181,"2019","01"
"2019-01-15",14761,-1.7,-7.2,2.6,0,2.7,58.8,0,0.7,138,"2019","01"
"2019-01-16",15823,-5.2,-10.1,-1.1,0,2.3,45.9,0,-1.8,43,"2019","01"
"2019-01-17",17960,-0.3,-3.2,4,0,1.7,45.8,0,0.7,42,"2019","01"
"2019-01-18",18901,0.6,-4.6,6.7,0,1.3,44,0,-0.3,65,"2019","01"
"2019-01-19",14883,3.6,0,8.5,0,1.2,59.8,0,2.1,110,"2019","01"
"2019-01-20",11191,-1.4,-5.5,4,0,3.2,38.5,0,1,70,"2019","01"
"2019-01-21",17240,-1.2,-6.7,4.2,0,1.6,57.8,0,-2.6,41,"2019","01"
"2019-01-22",19885,1.7,-3.3,7.1,0,1.7,62,0,-0.7,60,"2019","01"
"2019-01-23",19163,2,-0.8,7,0,2.3,48.9,0,1.3,79,"2019","01"
"2019-01-24",20057,0.1,-4.6,6.5,0,1.7,34.9,0,0.2,42,"2019","01"
"2019-01-25",18159,-1.2,-3.8,2.6,0,2.6,27.6,0,0,46,"2019","01"
"2019-01-26",13203,-2.5,-6.5,2.4,0,2.4,30.9,0,-0.6,44,"2019","01"
"2019-01-27",12440,-0.1,-6.6,5.1,0,1.7,52.5,0,-0.4,41,"2019","01"
"2019-01-28",17317,1.2,-2.4,4.5,0,3.1,40.4,0,2.1,66,"2019","01"
"2019-01-29",19477,-0.2,-5.6,7,0,1.5,35.5,0,0.3,64,"2019","01"
"2019-01-30",20677,1.8,-2.8,6.6,0,1.5,54.6,0,1.6,63,"2019","01"
"2019-01-31",17649,-2,-6.2,2.3,0,2.9,29,0,0.6,62,"2019","01"
"2019-02-01",17696,-2.1,-7.4,2.8,0.3,1.7,47.6,0.2,-2,36,"2019","02"
"2019-02-02",13742,1.4,-3.2,6.1,0,1,60,0,-0.2,58,"2019","02"
"2019-02-03",2010,3.3,2,4.9,16,1.7,92.9,0,2.2,48,"2019","02"
"2019-02-04",8562,-0.6,-3.3,3,0,2.1,40.4,0,1.4,73,"2019","02"
"2019-02-05",9119,2.8,-3.6,10.1,0,1,37.1,0,1.9,71,"2019","02"
"2019-02-06",13694,5.1,0.1,9.3,0,1.3,54.9,0,2.5,85,"2019","02"
"2019-02-07",14533,-2.1,-8.2,6.3,0.5,3.5,45.5,0,2.4,57,"2019","02"
"2019-02-08",14782,-6.1,-10.2,-1.3,0,2.3,31.5,0,-2.4,32,"2019","02"
"2019-02-09",11760,-5.4,-8.6,-1.9,0,2.7,30,0,-2.2,36,"2019","02"
"2019-02-10",9759,-5,-9.1,-1.9,0,1.7,31.3,0,-2.6,45,"2019","02"
"2019-02-11",16881,-3,-7.5,2,0,2.3,34.9,0,-0.6,42,"2019","02"
"2019-02-12",18862,-0.6,-4.1,3.7,0,1.9,35.5,0,1.2,65,"2019","02"
"2019-02-13",18411,-2.1,-5.7,2.5,0,2.4,26.6,0,0.4,44,"2019","02"
"2019-02-14",19376,-0.5,-5.9,6.3,0,1.4,24.3,0,1.2,56,"2019","02"
"2019-02-15",9213,-0.8,-2.9,0.9,2.2,1.9,72.8,2.4,-0.2,51,"2019","02"
"2019-02-16",12641,-2.7,-5.1,1.5,0.2,2.6,59,0.3,1.1,71,"2019","02"
"2019-02-17",13390,-1.8,-6.8,4.6,0,1.9,47.4,0,0,43,"2019","02"
"2019-02-18",19916,0.9,-4.7,5.9,0,1.3,43.5,0,-0.6,50,"2019","02"
"2019-02-19",11689,1.4,0.2,3,4.6,1.4,80.8,3.3,0,52,"2019","02"
"2019-02-20",19572,1.7,-0.1,4.5,0,2.1,67.8,0,1.8,67,"2019","02"
"2019-02-21",20995,2.4,-2.6,9,0,1.5,59.4,0,3.1,88,"2019","02"
"2019-02-22",21727,4,-1.6,10.8,0,1.5,56.1,0,4,85,"2019","02"
"2019-02-23",23742,6.8,0.5,14.5,0,1.1,41,0,5.2,73,"2019","02"
"2019-02-24",21933,6.3,1.2,13.7,0,1.8,45,0,5,79,"2019","02"
"2019-02-25",23445,4.7,1.3,10.2,0,2.3,55.8,0,5.7,92,"2019","02"
"2019-02-26",28010,5.2,-1.5,12,0,1.6,32.8,0,5.3,55,"2019","02"
"2019-02-27",28652,7.8,4.7,14,0,1.6,31.3,0,6.5,76,"2019","02"
"2019-02-28",27431,6.6,2,12.8,0,2,39.5,0,5.9,93,"2019","02"
"2019-03-01",21751,6.6,1.2,13,0,2.1,42.3,0,6.1,127,"2019","03"
"2019-03-02",22503,7.8,1.3,14.7,0,1.1,37.6,0,5.9,131,"2019","03"
"2019-03-03",24382,9.4,2.5,16.1,0,1.5,36.4,0,7.7,124,"2019","03"
"2019-03-04",26887,9.9,5,16.3,0,1.9,46.1,0,10.5,NA,"2019","03"
"2019-03-05",24042,8.4,5.6,12.9,0,2,66.3,0,8.7,193,"2019","03"
"2019-03-06",25379,8.4,5.7,12.4,0,2,55,0,9.1,146,"2019","03"
"2019-03-07",31156,7,3.1,12.7,0,2.2,51.1,0,9.9,58,"2019","03"
"2019-03-08",33073,6.1,0.6,13.4,0,1.9,39.4,0,8.2,49,"2019","03"
"2019-03-09",32421,7.2,-0.4,14.9,0,1.3,31.8,0,8.4,53,"2019","03"
"2019-03-10",31050,10.1,6.7,15.3,0,1.2,26.4,0,10.1,56,"2019","03"
"2019-03-11",28539,6.6,3.5,10,0,1.8,61,0,8.1,77,"2019","03"
"2019-03-12",25537,3.9,-0.3,7.9,0,2.7,55.1,0,3.3,81,"2019","03"
"2019-03-13",28653,3.5,-0.4,8.5,0,3.3,38.5,0,6.6,35,"2019","03"
"2019-03-14",30997,5,-1.7,10,0,1.9,45.3,0,5.9,49,"2019","03"
"2019-03-15",20481,5.5,1.6,11.3,3.5,1.6,72.8,0,10.9,53,"2019","03"
"2019-03-16",26057,4.3,0.2,9.2,0,1.8,69.9,0,5.3,42,"2019","03"
"2019-03-17",35622,6.3,2.6,12.4,0,2,55.4,0,8.8,35,"2019","03"
"2019-03-18",36313,7.1,1.4,14.4,0,1.4,43.8,0,8.3,41,"2019","03"
"2019-03-19",39908,10,3.4,16.7,0,1.4,52,0,10.3,73,"2019","03"
"2019-03-20",16204,10.3,7.1,14.6,16.5,1.4,79,0,8.6,104,"2019","03"
"2019-03-21",26455,7.1,1.9,11.1,3.3,2.9,77.4,0,8.3,36,"2019","03"
"2019-03-22",32363,3.3,-0.7,8.3,0,2.8,40.9,0,5.5,32,"2019","03"
"2019-03-23",21696,3.3,-0.4,8.2,1.7,2.4,46.9,0,4.1,24,"2019","03"
"2019-03-24",31622,4.3,-0.8,9.7,0,2.3,45.4,0,5.7,23,"2019","03"
"2019-03-25",34226,7.3,2.9,11.5,0,2,56.1,0,5.9,41,"2019","03"
"2019-03-26",42644,11.4,7.4,17.6,0,2,51.1,0,13.1,51,"2019","03"
"2019-03-27",35832,11.6,8.9,16.2,0,3,66.4,0,11.6,86,"2019","03"
"2019-03-28",38806,9.4,5.6,14.6,0,2.6,49.9,0,12.3,75,"2019","03"
"2019-03-29",43893,9.2,5.5,15.1,0,2.1,33.1,0,13.3,33,"2019","03"
"2019-03-30",14001,5.2,3.5,8.4,1.8,2.9,72,0,6.9,36,"2019","03"
"2019-03-31",22326,4.4,2.6,8.4,0,3.2,46,0,5.3,38,"2019","03"
"2019-04-01",37660,5.5,0.3,11.3,0,2.5,39.8,0,8.1,23,"2019","04"
"2019-04-02",42029,6.7,1.3,13,0,2.2,36.9,0,9.7,30,"2019","04"
"2019-04-03",43257,7.6,1.9,13.6,0,2.3,36.1,0,11.1,36,"2019","04"
"2019-04-04",45681,9.2,3,15.7,0,2.5,43,0,12.4,32,"2019","04"
"2019-04-05",45643,11.4,7,17.2,0,2.9,41,0,14.2,53,"2019","04"
"2019-04-06",25902,9.3,5.9,12.2,0.8,1.1,39.9,0,8.9,48,"2019","04"
"2019-04-07",55943,12.6,5.6,20.3,0,1.7,43.1,0,15.1,34,"2019","04"
"2019-04-08",52643,11.6,7.6,17.2,0,2.5,25.6,0,15.4,33,"2019","04"
"2019-04-09",24734,9.2,4.7,13.9,17.4,2.4,49.1,0,10.3,37,"2019","04"
"2019-04-10",26421,7.1,4.7,10.2,5.6,1.8,78.4,0,8.6,9,"2019","04"
"2019-04-11",51013,9.5,4.3,15.7,0,1.9,58,0,10.3,28,"2019","04"
"2019-04-12",55125,11.4,5.5,18.4,0,2.2,48.5,0,14.3,50,"2019","04"
"2019-04-13",57020,11.8,6.2,17.9,0,1.8,34,0,14.7,50,"2019","04"
"2019-04-14",28467,9.6,6.9,13.6,1.7,2.2,45.5,0,9.5,37,"2019","04"
"2019-04-15",55422,11.6,3.9,18.1,0,1.8,30.9,0,13.4,43,"2019","04"
"2019-04-16",60566,14.9,6.8,22.6,0,1.6,26.3,0,15.9,47,"2019","04"
"2019-04-17",62522,15.3,9.1,21.8,0,1.9,37.5,0,18,36,"2019","04"
"2019-04-18",50439,12.6,10.4,16.2,0,2,74.4,0,12.5,42,"2019","04"
"2019-04-19",60925,13.8,9.6,19.7,0,1.6,57.5,0,17.1,53,"2019","04"
"2019-04-20",51068,14.3,9.7,19.1,1.2,1.9,66.9,0,17.5,41,"2019","04"
"2019-04-21",53339,14.8,12.2,20.2,0.3,1.9,77.8,0,18.1,32,"2019","04"
"2019-04-22",63995,19.3,10.7,28.2,0,1.4,50.6,0,21.6,75,"2019","04"
"2019-04-23",58811,20.4,15.3,25.5,0,1.3,52,0,20.3,69,"2019","04"
"2019-04-24",55815,19.5,15.8,25.9,4.1,1.6,70.4,0,21,53,"2019","04"
"2019-04-25",22471,13.2,9.4,17.2,11.3,2,75.9,0,14,33,"2019","04"
"2019-04-26",26484,8.4,6.2,9.9,4.9,1.5,82.1,0,10.2,16,"2019","04"
"2019-04-27",65124,11.6,4.1,18.2,0,1.7,52.6,0,14.1,17,"2019","04"
"2019-04-28",56012,12.9,9.9,16.6,0,1.6,48.8,0,13.9,18,"2019","04"
"2019-04-29",63256,13,8.3,17.3,0,0.9,52.9,0,12.3,NA,"2019","04"
"2019-04-30",70213,15.5,9,22.5,0,1.6,52.8,0,18.1,33,"2019","04"
"2019-05-01",76439,16.4,11.2,22.2,0,2.3,48.9,0,20.2,42,"2019","05"
"2019-05-02",72430,17.1,10.6,25.3,0,2.3,28.5,0,21.3,41,"2019","05"
"2019-05-03",73647,17.9,10.1,26.1,0,1.6,37.5,0,21.9,62,"2019","05"
"2019-05-04",66392,19.5,12,27.4,0,1.7,40.4,0,22.3,91,"2019","05"
"2019-05-05",66911,19.2,13.6,26.5,0,2.2,35.8,0,23.9,74,"2019","05"
"2019-05-06",74806,14.5,9.8,19.8,0,3.1,27.1,0,22.8,35,"2019","05"
"2019-05-07",70506,15,8.4,21.9,0,2.3,33.4,0,22.1,44,"2019","05"
"2019-05-08",70426,15.6,10.1,21.3,0,2.3,48.3,0,21.3,46,"2019","05"
"2019-05-09",71707,16.6,11.7,22.9,0,2.2,43.3,0,23.9,46,"2019","05"
"2019-05-10",74960,17.8,10.3,26.8,0,1.9,48,0,24.4,58,"2019","05"
"2019-05-11",76110,20.3,13.2,28.3,0,1.8,39,0,26.4,55,"2019","05"
"2019-05-12",73318,21.6,14.7,28.9,0,1.5,36,0,26.8,53,"2019","05"
"2019-05-13",68389,18.7,15.5,22.8,0,1.6,43.4,0,19.2,54,"2019","05"
"2019-05-14",78385,19.6,12.9,26.9,0,1.6,44.5,0,25.8,40,"2019","05"
"2019-05-15",76969,20.7,14.8,28,0,1.7,48.1,0,26.8,59,"2019","05"
"2019-05-16",75399,23.5,16.7,30,0,1.5,43.8,0,29.9,57,"2019","05"
"2019-05-17",79158,23.6,17.6,28.3,0,1.2,44.9,0,26.1,49,"2019","05"
"2019-05-18",79583,22.8,19.1,25.9,0,2.1,46.8,0,28.2,28,"2019","05"
"2019-05-19",12749,19.4,17.9,21.6,22,1.2,93,0,20.4,21,"2019","05"
"2019-05-20",72066,16.4,13,20.2,8.7,3.4,63.6,0,18.6,23,"2019","05"
"2019-05-21",80599,17.2,11.7,23.8,0,2.9,52,0,21.8,38,"2019","05"
"2019-05-22",80735,19.5,12.3,26.5,0,2.4,46,0,25.1,43,"2019","05"
"2019-05-23",78504,22.1,15,29.2,0,1.7,45,0,28.5,63,"2019","05"
"2019-05-24",77190,24.2,16.2,33.4,0,1.7,46.4,0,30.6,66,"2019","05"
"2019-05-25",75791,23.4,18.4,28.6,0,1.6,45.6,0,26.7,65,"2019","05"
"2019-05-26",74327,24.5,18.6,31.1,0,1.8,39,0,30.5,33,"2019","05"
"2019-05-27",30670,17.8,14.3,22.3,7.1,2.4,80.9,0,18.2,23,"2019","05"
"2019-05-28",83654,18.1,11.9,24.6,0,2.6,45.9,0,21.8,16,"2019","05"
"2019-05-29",83496,20.3,13.3,26.5,0,2,48.4,0,26.2,33,"2019","05"
"2019-05-30",73814,19.6,14.6,24.5,0,2.4,48,0,23.8,35,"2019","05"
"2019-05-31",83765,19.1,16.1,23.3,0,2.8,49.6,0,26.5,18,"2019","05"
"2019-06-01",79878,18.9,14.8,23.7,0,1.9,60.5,0,24.8,31,"2019","06"
"2019-06-02",77091,21.1,14.1,27.8,0,1.7,42.1,0,27.8,29,"2019","06"
"2019-06-03",82911,23.1,16,29.5,0,1.8,42.9,0,30.1,29,"2019","06"
"2019-06-04",83576,22.6,17.6,29,0,2.2,56.4,0,29.9,32,"2019","06"
"2019-06-05",81515,23,17.8,29.6,0,1.8,63.8,0,31.4,43,"2019","06"
"2019-06-06",36945,21.2,18.6,25.1,7.5,1.2,75.9,0,22.4,45,"2019","06"
"2019-06-07",54701,20,17,24.7,35.3,1.9,77.3,0,21,12,"2019","06"
"2019-06-08",83736,21.9,16,27.6,0,1.4,57.5,0,22.8,22,"2019","06"
"2019-06-09",60371,21.6,17.1,26.5,2.5,1.8,66.1,0,23.7,34,"2019","06"
"2019-06-10",63032,18.4,15.7,21.9,9.5,1.6,70.3,0,19.7,NA,"2019","06"
"2019-06-11",85776,20.5,15.5,26.1,0,1.4,51.1,0,21.9,NA,"2019","06"
"2019-06-12",83506,21.5,16.1,26.4,0,1.8,57.1,0,24.4,22,"2019","06"
"2019-06-13",81540,23,16.6,28.8,0,1.7,51.9,0,27.2,24,"2019","06"
"2019-06-14",85533,23,19.1,28.4,0,1.8,54.8,0,27,26,"2019","06"
"2019-06-15",71883,21.9,17.9,27.4,2.1,2.4,61.5,0,26,24,"2019","06"
"2019-06-16",81803,22,16.1,27.2,0,1.6,55.4,0,24.7,15,"2019","06"
"2019-06-17",86987,21.7,18.1,26.2,0,2.3,59.1,0,28.2,22,"2019","06"
"2019-06-18",42393,20.8,17,24.8,13.8,1.5,78.6,0,22.5,33,"2019","06"
"2019-06-19",79958,21.4,18.9,25.4,0.2,1.9,77.8,0,23,28,"2019","06"
"2019-06-20",88226,22.7,19.8,27.8,0,1.9,70.6,0,25.9,24,"2019","06"
"2019-06-21",81089,22.1,19.4,26.1,0.2,1.7,72.9,0,25.2,23,"2019","06"
"2019-06-22",85728,24.2,17.7,30.6,0,1.5,42.3,0,28.8,10,"2019","06"
"2019-06-23",79269,25,19.1,31,0,1.8,40.4,0,30.7,NA,"2019","06"
"2019-06-24",88432,25.2,20.9,30.9,0,2,46.9,0,32.4,20,"2019","06"
"2019-06-25",88096,25.6,19.5,32.8,0,1.6,49.1,0,32.6,32,"2019","06"
"2019-06-26",81274,25.5,20.7,29.5,0,1.3,52.6,0,29.3,28,"2019","06"
"2019-06-27",79234,25.5,21.9,31.2,1.4,1.4,70.5,0,29.5,NA,"2019","06"
"2019-06-28",77056,24.7,22.3,29,0,1.7,67.3,0,29.6,40,"2019","06"
"2019-06-29",67346,23.1,19.6,27.7,1.5,1.2,72,0,24.4,28,"2019","06"
"2019-06-30",74994,23.9,20.9,28.5,0,2.3,73.5,0,28.3,34,"2019","06"
"2019-07-01",92814,23.9,20.6,28.9,0,2.3,64.4,0,29.6,30,"2019","07"
"2019-07-02",94783,24.4,20.8,30.1,0,2.3,63.5,0,30,28,"2019","07"
"2019-07-03",94773,24.1,21.2,27.4,0,1.7,64.6,0,26.9,29,"2019","07"
"2019-07-04",90397,25.4,20,32.8,0,1.9,59.6,0,32.8,26,"2019","07"
"2019-07-05",83994,27.6,20.2,35,0,1.5,42.1,0,32,29,"2019","07"
"2019-07-06",70246,29.7,24.6,36.1,0,1.7,40.9,0,37.1,28,"2019","07"
"2019-07-07",75116,26.7,22.7,32.5,0,2.2,43.3,0,33.8,15,"2019","07"
"2019-07-08",93609,25.1,21.2,31,0,2,46.6,0,32.9,17,"2019","07"
"2019-07-09",95859,25,19.7,30,0,1.8,46.4,0,29.8,13,"2019","07"
"2019-07-10",43842,22.7,19.3,27.3,8.5,2,64.1,0,26.8,13,"2019","07"
"2019-07-11",65003,21.9,19.5,25.9,2.9,1.3,76.9,0,23.2,8,"2019","07"
"2019-07-12",94473,23.6,20,28.7,0,2,65.5,0,26.1,15,"2019","07"
"2019-07-13",81067,24.9,22.1,29.7,0,1.7,67.3,0,28.3,32,"2019","07"
"2019-07-14",74259,25.9,21.2,31.6,0,1.6,64.6,0,29.4,41,"2019","07"
"2019-07-15",57917,23.8,22.1,27.4,7.7,1.1,80,0,24.6,39,"2019","07"
"2019-07-16",82285,24.7,21.4,28.8,6.3,1.3,79,0,25.7,32,"2019","07"
"2019-07-17",84261,25.6,22.3,29.2,0.7,1.2,73.9,0,26.4,54,"2019","07"
"2019-07-18",81613,26.9,23.3,32.1,0,1.2,65,0,26.5,61,"2019","07"
"2019-07-19",77449,28.6,22.8,35,0,1.5,61.3,0,30.9,33,"2019","07"
"2019-07-20",56648,28,25.1,31.9,1.1,2.1,66.9,0,28.4,11,"2019","07"
"2019-07-21",46130,25.1,24.2,27,6.2,2.2,87.1,0,26.6,18,"2019","07"
"2019-07-22",82781,26.7,24.2,31,0.1,2.2,74.6,0,26.9,41,"2019","07"
"2019-07-23",83206,28.1,24.4,32.9,0,1.7,70.8,0,29.3,22,"2019","07"
"2019-07-24",59020,26.5,25.2,27.2,1,1.6,82.3,0,26.5,22,"2019","07"
"2019-07-25",34778,26.3,25.6,27.4,9.7,1.2,90.1,0,26.6,26,"2019","07"
"2019-07-26",22789,25.1,23.7,25.9,60,1.7,95.3,0,25.4,NA,"2019","07"
"2019-07-27",50955,28.4,24.9,33.4,0.6,1.3,76.6,0,29.6,22,"2019","07"
"2019-07-28",23342,26.1,25,28.2,25.6,2.2,88.3,0,26.4,NA,"2019","07"
"2019-07-29",74046,27.5,25.6,30,0.5,2.6,74.5,0,27.5,14,"2019","07"
"2019-07-30",69757,28.1,26.3,30.8,1.2,3.4,75.3,0,27.2,18,"2019","07"
"2019-07-31",26874,25.8,24,27.5,62.3,2.2,91.1,0,25.7,NA,"2019","07"
"2019-08-01",59803,26.3,23.5,30.1,26.9,1.7,86.4,0,26.7,NA,"2019","08"
"2019-08-02",67510,28.4,24.7,33.1,0,1.2,74.6,0,28.8,20,"2019","08"
"2019-08-03",49047,29.4,25.6,36,3,1.3,69,0,30.5,17,"2019","08"
"2019-08-04",46477,28.3,25,34.4,8.6,1.2,75.9,0,29.6,29,"2019","08"
"2019-08-05",65085,30.5,25.6,35.9,0,1.1,65.5,0,30.5,37,"2019","08"
"2019-08-06",66703,31.6,27.9,36.8,0,1.5,51.4,0,31.7,25,"2019","08"
"2019-08-07",50804,26.9,23.9,30.3,8,1.2,78.1,0,27.5,21,"2019","08"
"2019-08-08",69748,28.9,25.9,32.7,0,1.6,71.4,0,29.7,40,"2019","08"
"2019-08-09",67491,29.8,26,34.6,0,1.3,69,0,30.3,26,"2019","08"
"2019-08-10",54162,31.5,26.6,36.5,0,1.5,57.9,0,33.1,27,"2019","08"
"2019-08-11",43351,30.4,26.3,35.7,6.7,2.5,53.6,0,33.2,21,"2019","08"
"2019-08-12",24386,26.6,24.8,28.5,56.2,1.3,91.8,0,26.8,21,"2019","08"
"2019-08-13",63749,29.2,25.1,35.3,6.4,1.5,76.9,0,30.7,27,"2019","08"
"2019-08-14",65452,30.4,25.9,35.7,0,1.5,63.9,0,30.5,18,"2019","08"
"2019-08-15",32229,25.9,23.9,28.6,16.2,1.3,82,0,27,10,"2019","08"
"2019-08-16",71161,25.9,23,29.5,0.1,2.2,74.5,0,27.3,17,"2019","08"
"2019-08-17",72259,25.9,23.4,28.8,0,2.5,69.5,0,26.9,28,"2019","08"
"2019-08-18",72588,25.6,22.6,30.7,0,1.7,66.5,0,28.1,24,"2019","08"
"2019-08-19",81832,26.3,21.2,31.3,0,1.1,60.6,0,27.2,24,"2019","08"
"2019-08-20",82116,28.2,23.2,32.8,0,1.5,56.3,0,30.2,28,"2019","08"
"2019-08-21",56957,27,24.4,30.4,1.3,1.2,67.3,0,29.2,35,"2019","08"
"2019-08-22",82232,26.9,23,31.4,0,1.7,66.5,0,31.5,38,"2019","08"
"2019-08-23",86624,26.2,22.7,30.5,0,2.1,58.4,0,31.7,30,"2019","08"
"2019-08-24",85630,24.1,21.5,27.3,0,1.5,60.9,0,26.7,22,"2019","08"
"2019-08-25",81028,25,20.2,29.9,0,1.5,66.6,0,30.9,19,"2019","08"
"2019-08-26",87770,26.4,21.5,32.1,0,1.2,63.8,0,31.5,27,"2019","08"
"2019-08-27",83107,25.7,22.2,29.3,20,1,71.1,0,26.4,29,"2019","08"
"2019-08-28",88718,26.1,23.6,30.2,0,1.9,66.2,0,27.7,NA,"2019","08"
"2019-08-29",65708,23.4,20.1,26.4,36.9,2.2,77.1,0,25.9,NA,"2019","08"
"2019-08-30",86733,22.6,19.5,27,0.2,2.4,66.3,0,24.1,NA,"2019","08"
"2019-08-31",90724,23.5,18.5,28.9,0,1.9,65,0,25,NA,"2019","08"
"2019-09-01",89191,23.7,19.2,27.8,0,1.4,64,0,23.8,NA,"2019","09"
"2019-09-02",92510,24.4,19.4,29.7,0,1.6,56.6,0,24.8,NA,"2019","09"
"2019-09-03",74801,24.1,22,28,0,2.3,67.6,0,26.3,25,"2019","09"
