"","year","month","day","dust","temp","wind","rain","bike_use"
"615",2019,9,7,14,15.1,12.8,0,28038
"616",2019,9,8,17,13.7,8.2,0,27969
"617",2019,9,9,19,14.4,9,0.1,29440
"618",2019,9,10,29,16,7.4,0,36814
"619",2019,9,11,19,18,19.4,0,35787
"620",2019,9,12,19,19.2,19.1,0,38252
"621",2019,9,13,21,17.7,12.6,0,37354
"622",2019,9,14,26,16.8,6.5,0,34966
"623",2019,9,15,22,19.6,10,0,33698
"624",2019,9,16,29,18.1,9.3,0.4,32747
"625",2019,9,17,17,15.4,10.5,0,39025
"626",2019,9,18,22,14.1,8.3,0,38751
"627",2019,9,19,23,15.4,9.4,0,38271
"628",2019,9,20,29,15.8,18.3,0,37699
"629",2019,9,21,37,17.4,19.4,0,36479
"630",2019,9,22,26,18.4,11.6,1.8,24154
"631",2019,9,23,19,17,15.9,1.1,30941
"632",2019,9,24,26,17.5,15.7,32,21563
"633",2019,9,25,18,17.8,18.4,2.2,32427
"634",2019,9,26,16,17.9,19.1,2.9,28976
"635",2019,9,27,18,16,19.4,6.6,29557
"636",2019,9,28,13,16,21.7,4,24960
"637",2019,9,29,11,16.8,24.5,4,15478
"638",2019,9,30,16,15.3,14.5,7,27787
"639",2019,10,1,18,16.2,13.5,3.7,24631
"640",2019,10,2,13,11.3,13.6,0,33923
"641",2019,10,3,24,10.8,10.8,0.9,32707
"642",2019,10,4,26,14.5,17.4,1.1,32314
"643",2019,10,5,19,14,10.4,0,26578
"644",2019,10,6,14,15,20.9,15.2,21690
"645",2019,10,7,18,13.7,11,1.8,28418
"646",2019,10,8,26,14.7,18.4,4.8,32894
"647",2019,10,9,19,13,21.9,0.2,34874
"648",2019,10,10,22,13.8,22.3,0,35641
"649",2019,10,11,16,16.3,23,7.5,25222
"650",2019,10,12,15,12.3,8.5,9,10047
"651",2019,10,13,16,14.7,17.1,3.5,16040
"652",2019,10,14,21,13.9,14.5,4,22519
"653",2019,10,15,19,13.8,12.9,0,34372
"654",2019,10,16,23,14.1,13.9,0.7,30763
"655",2019,10,17,21,12.8,11.5,3.3,30259
"656",2019,10,18,20,12.8,18.8,7.5,29675
"657",2019,10,19,19,12.4,13.5,0,25400
"658",2019,10,20,17,10.1,8.8,0,20545
"659",2019,10,21,14,12,12.5,0.7,24215
"660",2019,10,22,27,11.5,7.1,0,33916
"661",2019,10,23,39,10.5,8.1,0,31786
"662",2019,10,24,32,12.6,8.7,9.5,23489
"663",2019,10,25,20,14.2,17.5,0.2,28988
"664",2019,10,26,18,14.7,22,3.7,14397
"665",2019,10,27,19,9.4,11.4,0,22155
"666",2019,10,28,39,8,7.2,0,30208
"667",2019,10,29,17,9.4,12.8,0,31225
"668",2019,10,30,24,10.1,18.1,0,32157
"669",2019,10,31,36,9,15,0,30951
"670",2019,11,1,41,13.6,12.2,0,25128
"671",2019,11,2,29,13.1,24.9,4,14557
"672",2019,11,3,32,10.5,10.2,0,18356
"673",2019,11,4,33,10.5,7,1.5,29198
"674",2019,11,5,20,9.9,9.2,0.7,31016
"675",2019,11,6,30,8.1,9.7,0,30745
"676",2019,11,7,19,8.8,16.2,9.2,30244
"677",2019,11,8,29,6.5,9.3,1.1,26194
"678",2019,11,9,32,6.1,14.2,6.6,12350
"679",2019,11,10,22,8.4,10.4,0.7,18491
"680",2019,11,11,19,8.3,19.2,3.7,28080
"681",2019,11,12,21,7,22.8,1.5,27391
"682",2019,11,13,20,7.5,15.2,0.7,29661
"683",2019,11,14,17,7,13.2,7.7,28649
"684",2019,11,15,19,7,12.3,1.3,21318
"685",2019,11,16,23,6.9,6.3,0.2,18553
"686",2019,11,17,33,6.6,3.8,0.2,18082
"687",2019,11,18,16,7.3,11.3,0.4,28521
"688",2019,11,19,39,4.3,7.6,0,28760
"689",2019,11,20,25,5.8,16.4,0,29437
"690",2019,11,21,30,4.9,18.4,0.7,27064
"691",2019,11,22,22,8.7,16.5,4.2,24865
"692",2019,11,23,23,9.7,16.7,0.9,14904
"693",2019,11,24,20,9.8,6.6,0.2,15599
"694",2019,11,25,17,10.9,10.8,1.3,25722
"695",2019,11,26,11,12.3,12.7,0.9,26982
"696",2019,11,27,15,11.2,11.6,8.1,26575
"697",2019,11,28,14,9.6,15.9,1.8,26030
"698",2019,11,29,21,5.8,6.4,0.9,28463
"699",2019,11,30,26,4.3,9.2,0.2,18176
"700",2019,12,1,12,5.5,11,0,14242
"701",2019,12,2,26,3.9,8.2,0,27306
"702",2019,12,3,35,6.2,9.8,0,29645
"703",2019,12,4,45,5.3,6.2,0,29458
"704",2019,12,5,40,6.4,16.1,0,28547
"705",2019,12,6,17,12,27,7,21917
"706",2019,12,7,18,10.2,18.6,0,19235
"707",2019,12,8,15,10.2,28,2.4,15139
"708",2019,12,9,17,8.3,21.1,1.1,27089
"709",2019,12,10,19,8.4,21.6,4.2,24198
"710",2019,12,11,22,7,15.9,0,27414
"711",2019,12,12,22,6.6,15.3,8.8,19740
"712",2019,12,13,18,8,24.8,5.9,23189
"713",2019,12,14,19,7.3,23.9,11,14862
"714",2019,12,15,15,8.5,20.9,4.6,14077
"715",2019,12,16,20,8.6,11.5,1.3,24344
"716",2019,12,17,17,7.5,8.7,5.3,19747
"717",2019,12,18,22,7.7,12.2,2.4,24745
"718",2019,12,19,19,12.4,19.5,7.5,21679
"719",2019,12,20,15,9.2,13.1,15.2,14451
"720",2019,12,21,14,9.1,15.3,7.5,9370
"721",2019,12,22,14,9.1,17.6,1.8,10407
"722",2019,12,23,18,8.9,18.7,0,15878
"723",2019,12,24,17,10.1,19.2,2,10478
"724",2019,12,25,16,6.9,10.5,0,34674
"725",2019,12,26,17,7.5,18.3,4.4,5649
"726",2019,12,27,20,8.3,9.3,0,11718
"727",2019,12,28,23,8.3,8,0,11414
"728",2019,12,29,23,8,10,0,12256
"729",2019,12,30,NA,7.2,10.8,0,16166
"730",2019,12,31,NA,7.8,12.2,0.2,13043
"731",2020,1,1,41,5.2,6.5,0,11141
"732",2020,1,2,16,9.3,14.5,0,18675
"733",2020,1,3,15,9.3,19.5,1.2,18434
"734",2020,1,4,16,7.3,16.8,0,15695
"735",2020,1,5,11,8.5,13.7,0,12977
"736",2020,1,6,9,8.5,18.3,0.5,23771
"737",2020,1,7,14,10.2,17.4,0,27548
"738",2020,1,8,21,12.2,16.5,0,28267
"739",2020,1,9,37,12.2,21.2,6.4,26621
"740",2020,1,10,12,7.2,14.8,0,26844
"741",2020,1,11,17,10,21.5,0.1,18206
"742",2020,1,12,12,10.4,22.1,1.7,16501
"743",2020,1,13,13,9.6,21.1,5.3,23838
"744",2020,1,14,9,11.2,25.1,1.7,23018
"745",2020,1,15,10,9.8,19.4,9.1,22496
"746",2020,1,16,16,10.3,17.5,3,26302
"747",2020,1,17,13,8.9,18.3,1.7,25806
"748",2020,1,18,20,5.3,12.8,0,19812
"749",2020,1,19,26,4.7,7,0,17915
"750",2020,1,20,44,4.8,7.6,0,28248
"751",2020,1,21,41,4.1,7.6,0,28829
"752",2020,1,22,30,6.2,4.8,0,27721
"753",2020,1,23,27,7.8,4.5,0,28416
"754",2020,1,24,27,7.2,5.4,0,26408
"755",2020,1,25,35,6.4,9.5,0.1,18190
"756",2020,1,26,27,9.2,13.9,2.3,12849
"757",2020,1,27,13,8.5,12.8,8.4,23481
"758",2020,1,28,16,5.7,24.9,2.1,28215
"759",2020,1,29,23,6.8,22.3,0,28955
"760",2020,1,30,15,10.8,17.9,0.5,27962
"761",2020,1,31,13,11.6,21.6,1,26373
"762",2020,2,1,22,10.9,27.7,0,20286
"763",2020,2,2,22,11,20.5,7.1,16214
"764",2020,2,3,24,10.3,23.1,0.1,28264
"765",2020,2,4,23,7.8,24.5,0,29470
"766",2020,2,5,39,6.7,7.5,0,29709
"767",2020,2,6,42,5.9,6.9,0,29476
"768",2020,2,7,41,6.3,12.4,0,28233
"769",2020,2,8,26,10,16.8,1.5,21802
"770",2020,2,9,16,11.4,38.5,10.6,6474
"771",2020,2,10,18,7.9,34.7,5.5,21872
"772",2020,2,11,21,6.1,33.2,0,27194
"773",2020,2,12,19,6.2,23.2,0.5,27944
"774",2020,2,13,17,8.2,20.5,6.6,25451
"775",2020,2,14,28,9.1,16.5,0,26503
"776",2020,2,15,12,12.4,28.4,4.9,9828
"777",2020,2,16,10,11,30.5,15.6,6510
"778",2020,2,17,21,8.7,26.3,0.2,25727
"779",2020,2,18,18,7.6,23.3,3.3,25245
"780",2020,2,19,20,7.1,20.2,1,24292
"781",2020,2,20,13,8.8,25.3,3.8,22656
"782",2020,2,21,23,8.5,25.9,0,24879
"783",2020,2,22,22,11.6,34.5,0.5,18655
"784",2020,2,23,13,11.7,26.1,1,14073
"785",2020,2,24,12,10.2,24.9,6.1,23510
"786",2020,2,25,17,7,23.6,0.5,27093
"787",2020,2,26,17,5.6,23.6,0.1,28056
"788",2020,2,27,16,5.2,16.4,8.6,20355
"789",2020,2,28,18,7.3,17.3,5.9,18673
"790",2020,2,29,23,8.6,29.1,7.1,12537
"791",2020,3,1,15,7.7,24.3,0,16823
"792",2020,3,2,13,6.6,14,4.3,26481
"793",2020,3,3,26,6.5,15.4,0,29205
"794",2020,3,4,22,6.1,11.2,3,23387
"795",2020,3,5,20,6.4,16.4,12.4,17022
"796",2020,3,6,28,6.7,11.5,0,27941
"797",2020,3,7,29,8.5,16.6,0,20212
"798",2020,3,8,16,10.5,23.7,4.3,14909
"799",2020,3,9,17,8.3,20.9,6.3,22847
"800",2020,3,10,10,13.4,27.6,1.3,28182
"801",2020,3,11,14,11.8,22.3,1,29708
"802",2020,3,12,19,8.4,30.9,1,26838
"803",2020,3,13,18,8.9,19.6,0,25231
"804",2020,3,14,13,10.1,15.1,3.6,18729
"805",2020,3,15,10,10.5,19.5,1.3,13259
"806",2020,3,16,14,9.2,11.2,0,24351
"807",2020,3,17,15,10.2,16,0,19262
"808",2020,3,18,19,12.3,18.6,0,17397
"809",2020,3,19,22,8.1,12.8,0.5,13360
"810",2020,3,20,17,7.8,20.6,0,13686
"811",2020,3,21,19,7.3,25.4,0,17539
"812",2020,3,22,20,7,22.2,0,16220
"813",2020,3,23,26,7,19.2,0,11631
"814",2020,3,24,25,8.8,10.9,0,10160
"815",2020,3,25,36,7.4,11.8,0,10636
"816",2020,3,26,47,6.9,14.2,0,10970
"817",2020,3,27,42,8.2,13.8,0,11022
"818",2020,3,28,30,7.7,16.1,0.1,12931
"819",2020,3,29,25,5.5,17.9,0.1,7332
"820",2020,3,30,NA,6.3,11.6,0.2,6983
"821",2020,3,31,NA,6.5,14.5,0,9087
"822",2020,4,1,18,6.3,7.6,0,9190
"823",2020,4,2,14,10.5,14.9,0,9896
"824",2020,4,3,20,10.8,9,0,11136
"825",2020,4,4,21,11.1,11.5,0,22102
"826",2020,4,5,17,14.8,17.8,0,28899
"827",2020,4,6,18,15,13.2,0.2,10559
"828",2020,4,7,30,13,10.7,0,14768
"829",2020,4,8,52,14.5,11.2,0,13656
"830",2020,4,9,54,14.2,15,0,17448
"831",2020,4,10,46,13.7,16.6,0,27287
"832",2020,4,11,38,15.6,10.2,0,33448
"833",2020,4,12,29,17.8,9,0.1,29526
"834",2020,4,13,19,9.3,24.3,0,18010
"835",2020,4,14,18,8.2,13.6,0,14618
"836",2020,4,15,31,10,11.2,0,18061
"837",2020,4,16,51,12.2,12,0,16656
"838",2020,4,17,23,11.2,23.3,0.8,11208
"839",2020,4,18,27,10.3,10.5,1.7,20323
"840",2020,4,19,23,11.7,14.9,0,39984
"841",2020,4,20,31,12.1,21.4,0,17444
"842",2020,4,21,32,13.4,23.2,0,18736
"843",2020,4,22,32,14.2,16,0,21162
"844",2020,4,23,36,14.6,11.7,0,23858
"845",2020,4,24,35,14.3,9.9,0,23358
"846",2020,4,25,21,10.4,17,0,38041
"847",2020,4,26,22,13.3,8.1,0,39088
"848",2020,4,27,29,13.9,11.1,0,17194
"849",2020,4,28,12,9.2,18.4,13.1,4871
"850",2020,4,29,17,11,12.6,1.5,11422
"851",2020,4,30,14,10.4,18.1,10.9,9109
"852",2020,5,1,15,11.3,18.2,5.3,14657
"853",2020,5,2,12,12.5,14.9,0,38468
"854",2020,5,3,15,12.9,9.9,0,26976
"855",2020,5,4,20,12.8,16.6,0,18327
"856",2020,5,5,18,11.1,26.5,0,18500
"857",2020,5,6,24,11.5,14.3,0,23338
"858",2020,5,7,29,15.4,8.6,0,27378
"859",2020,5,8,22,18.2,8,0,43656
"860",2020,5,9,38,17.8,12.8,0,48724
"861",2020,5,10,27,13.1,16.7,0,23527
"862",2020,5,11,20,8.7,19.2,0,13360
"863",2020,5,12,17,10,8.3,0,20108
"864",2020,5,13,15,9.7,14.3,0,16878
"865",2020,5,14,13,9,13.3,0,20434
"866",2020,5,15,18,12.8,7.7,0,28349
"867",2020,5,16,17,13.7,10,0,46217
"868",2020,5,17,15,15.7,13.3,0,51411
"869",2020,5,18,16,17.8,18,0,29581
"870",2020,5,19,16,19.9,13.3,0,35510
"871",2020,5,20,16,22,9.3,0,42805
"872",2020,5,21,12,22.2,8.5,0,36165
"873",2020,5,22,19,19.5,22.9,0,36798
"874",2020,5,23,18,15.5,28.2,0.2,40748
"875",2020,5,24,16,16.9,18.6,0,55780
"876",2020,5,25,17,19.8,8.6,0,67000
"877",2020,5,26,18,20.6,10.3,0,38353
"878",2020,5,27,19,18.6,12.5,0,38295
"879",2020,5,28,22,16.3,20.6,0,40653
"880",2020,5,29,25,16.5,17.9,0,45645
"881",2020,5,30,25,17.5,17.4,0,70074
"882",2020,5,31,22,18.4,19.8,0,62905
"883",2020,6,1,19,18.5,13.8,0,38362
"884",2020,6,2,19,19.1,9.3,0,45512
"885",2020,6,3,24,16.8,10.4,0.1,28908
"886",2020,6,4,13,13.5,16.7,0,27745
"887",2020,6,5,13,13.5,22.5,0.2,28578
"888",2020,6,6,14,11.4,24.1,9.9,27721
"889",2020,6,7,12,13.4,12.4,0.2,39208
"890",2020,6,8,19,13,11.9,0,28841
"891",2020,6,9,20,14.6,9.1,0,36692
"892",2020,6,10,19,13.8,10.6,1.3,16955
"893",2020,6,11,16,15,18.3,0.2,24699
"894",2020,6,12,25,16.9,19.6,0.2,26980
"895",2020,6,13,16,18.8,17.8,0.1,65022
"896",2020,6,14,16,19,11.9,0,57494
"897",2020,6,15,12,19.3,8,0,37978
"898",2020,6,16,13,19.5,9.2,0,37745
"899",2020,6,17,14,18.7,6.9,2.1,26510
"900",2020,6,18,13,16.9,11.7,20.7,25654
"901",2020,6,19,15,16.9,17.5,0.8,36573
"902",2020,6,20,14,18.1,14.7,0,64022
"903",2020,6,21,13,18.8,19.2,1,45468
"904",2020,6,22,22,18.6,14.7,0,42984
"905",2020,6,23,23,21.5,11,0,48259
"906",2020,6,24,31,23.4,17.9,0,52094
"907",2020,6,25,32,24.1,17.4,0,52345
"908",2020,6,26,28,23.3,13,0.5,50940
"909",2020,6,27,11,18.1,21,2.3,41337
"910",2020,6,28,12,16.6,23.9,5.5,42193
"911",2020,6,29,15,16.6,27.3,0,32523
"912",2020,6,30,12,16.7,17.7,0,28679
"913",2020,7,1,12,18.2,15.5,1.3,31467
"914",2020,7,2,11,16.9,15.5,5.9,28048
"915",2020,7,3,9,17.4,22.2,0.8,37411
"916",2020,7,4,10,18.3,24.5,1.4,42158
"917",2020,7,5,13,18.9,33,0,47215
"918",2020,7,6,14,16.7,21.8,0,33682
"919",2020,7,7,14,17.2,12.2,4.6,32202
"920",2020,7,8,11,17.3,12.4,7.6,22304
"921",2020,7,9,13,18.2,17.8,3.6,26121
"922",2020,7,10,11,16,16.6,0.5,38129
"923",2020,7,11,12,16.6,11.8,0,51348
"924",2020,7,12,16,18.8,7.8,0,49637
"925",2020,7,13,15,20.4,14.1,0.2,35307
"926",2020,7,14,9,18.4,11,1,35213
"927",2020,7,15,9,17.4,12.6,0,34117
"928",2020,7,16,9,19.2,14.2,0,37394
"929",2020,7,17,16,23.2,11.4,0,46718
"930",2020,7,18,11,20.9,14.7,0,56637
"931",2020,7,19,9,18.1,11.3,0.5,33962
"932",2020,7,20,13,17.3,9.1,0,39234
"933",2020,7,21,12,17.6,8.3,0,40527
"934",2020,7,22,13,20.2,12,0,41558
"935",2020,7,23,16,20.5,15.9,0,40093
"936",2020,7,24,12,20.8,15,0,40907
"937",2020,7,25,9,18.9,17.1,4.3,24806
"938",2020,7,26,11,18.1,18.2,3,34183
"939",2020,7,27,9,18.6,18.4,1.7,23873
"940",2020,7,28,10,17.8,21.8,0,37855
"941",2020,7,29,15,18.7,12.5,0,41123
"942",2020,7,30,16,22.5,10,0,43059
"943",2020,7,31,36,25.8,17.2,0,43130
"944",2020,8,1,15,22.2,18.1,0,49579
"945",2020,8,2,13,19.8,17.4,0,44086
"946",2020,8,3,12,19,12.7,0.1,36811
"947",2020,8,4,16,19.2,13.4,0,41420
"948",2020,8,5,12,21.2,19.6,0,42665
"949",2020,8,6,13,23.4,11,0,41163
"950",2020,8,7,21,26.5,6.9,0,43332
"951",2020,8,8,25,26,10,0,47654
"952",2020,8,9,23,24,13.6,0,44687
"953",2020,8,10,31,25.7,13.8,0,40027
"954",2020,8,11,44,26.7,10,0,43123
"955",2020,8,12,50,26.5,12.7,0,41949
"956",2020,8,13,29,23.3,9.6,1,34291
"957",2020,8,14,19,18.9,8.9,1.7,30311
"958",2020,8,15,19,19.2,7.4,6.9,30825
"959",2020,8,16,24,20.7,7.7,13.8,32716
"960",2020,8,17,13,19.6,10,1.7,32054
"961",2020,8,18,12,20.4,14.7,0.6,39680
"962",2020,8,19,9,19.2,12.2,11.5,20681
"963",2020,8,20,23,21.8,15.8,0,42879
"964",2020,8,21,20,21.1,26.6,0,35546
"965",2020,8,22,17,19.5,23.9,0,44587
"966",2020,8,23,11,18.6,21.5,0,37221
"967",2020,8,24,14,17.8,15.1,0,31635
"968",2020,8,25,12,18.6,26.8,6.6,27199
"969",2020,8,26,13,19.1,26.1,0,41178
"970",2020,8,27,16,16.6,14.2,4.8,23755
"971",2020,8,28,11,15.7,15.2,2.8,27681
"972",2020,8,29,12,13.7,18.8,0.2,29066
"973",2020,8,30,16,14.6,14.9,0,35216
"974",2020,8,31,13,14.3,5.7,0,39847
"975",2020,9,1,20,15.4,6.5,0,36663
"976",2020,9,2,21,16.4,10.8,0.8,31798
"977",2020,9,3,16,19.3,20.1,1.5,30828
"978",2020,9,4,19,16.8,17,0.5,35991
"979",2020,9,5,18,15.6,14.6,0,42628
"980",2020,9,6,16,15.8,9.9,0,39964
"981",2020,9,7,17,16.9,14.5,0,32942
"982",2020,9,8,11,20.4,15.2,0,38501
"983",2020,9,9,10,19,13.8,0,39419
"984",2020,9,10,15,15.6,5.7,0,40260
"985",2020,9,11,18,15.7,11.9,0,38338
"986",2020,9,12,11,17.6,16.4,0,47604
"987",2020,9,13,11,19.2,12.5,0,47135
"988",2020,9,14,29,19.8,11,0,31627
"989",2020,9,15,49,22.1,7.3,0,43586
"990",2020,9,16,36,21.1,13.7,0,43344
"991",2020,9,17,22,16.6,19.2,0,42025
"992",2020,9,18,21,16.2,18,0,42095
"993",2020,9,19,17,18.2,16.8,0,51750
"994",2020,9,20,10,18.6,13.7,0,47816
"995",2020,9,21,16,17.4,5.3,0,38762
"996",2020,9,22,18,19.6,12.8,0,46176
"997",2020,9,23,9,16.8,17.1,5.3,30727
"998",2020,9,24,6,12.2,14.2,4,32990
"999",2020,9,25,11,11.9,26.1,1.7,30829
"1000",2020,9,26,15,10.9,23.6,0.5,34338
"1001",2020,9,27,13,12.3,18.4,0,26681
"1002",2020,9,28,17,14.4,13.7,0,33130
"1003",2020,9,29,16,16.3,8.6,5.1,32104
"1004",2020,9,30,14,15,13,4,27195
"1005",2020,10,1,10,13.7,14,0.5,34437
"1006",2020,10,2,11,13.3,26.5,31,12205
"1007",2020,10,3,13,14.3,12.1,34,21901
"1008",2020,10,4,7,10.8,18,23,8778
"1009",2020,10,5,13,13.4,19.5,1.5,25745
"1010",2020,10,6,12,13.9,22,6.3,30722
"1011",2020,10,7,16,13.2,18.3,3,34221
"1012",2020,10,8,12,15.4,18.1,7.8,29144
"1013",2020,10,9,17,11.3,14.6,2.1,29387
"1014",2020,10,10,13,10.5,18.5,0.8,34832
"1015",2020,10,11,11,11.3,12.1,0,34115
"1016",2020,10,12,16,10.6,9.1,5.3,21307
"1017",2020,10,13,13,10.1,11.2,4.6,20946
"1018",2020,10,14,10,11.3,12.3,2.1,29588
"1019",2020,10,15,12,10.4,10.7,0.5,30106
"1020",2020,10,16,11,10.5,6.2,0,33853
"1021",2020,10,17,10,11.1,6.8,0,34161
"1022",2020,10,18,15,11.4,5,0,31537
"1023",2020,10,19,15,12.9,13.6,0,29218
"1024",2020,10,20,15,15.9,16.4,0.8,32560
"1025",2020,10,21,11,15.1,13.4,17,17838
"1026",2020,10,22,12,14,14.6,0,31980
"1027",2020,10,23,12,13.3,13.8,0,32322
"1028",2020,10,24,7,13.5,19,7.6,26243
"1029",2020,10,25,7,11.1,14.2,2.1,27452
"1030",2020,10,26,10,10.7,15.1,0.8,29566
"1031",2020,10,27,11,10.9,15.7,2.5,21481
"1032",2020,10,28,11,10.7,18.3,1,27734
"1033",2020,10,29,10,12.7,20.5,3.6,21953
"1034",2020,10,30,12,16,21.4,1.3,29401
"1035",2020,10,31,18,14.3,18.9,6.6,23242
"1036",2020,11,1,13,15.5,22.5,0.2,25619
"1037",2020,11,2,11,15,30.3,1,27661
"1038",2020,11,3,13,9.1,18.3,2.8,28621
"1039",2020,11,4,18,7.7,6.7,0,36967
"1040",2020,11,5,46,6.7,6,0,19757
"1041",2020,11,6,46,7.7,10.5,0.2,21845
"1042",2020,11,7,29,10,8.8,0,40467
"1043",2020,11,8,29,12.9,6.5,1.5,31315
"1044",2020,11,9,13,14.3,6.7,2.3,19954
"1045",2020,11,10,16,13.3,7.4,1.3,24858
"1046",2020,11,11,15,12.5,13.1,2.3,23660
"1047",2020,11,12,17,11.8,17.6,0,25864
"1048",2020,11,13,21,11.8,11.5,0.5,25761
"1049",2020,11,14,17,13.7,16.7,5.3,15486
"1050",2020,11,15,13,12,20.6,10.6,22683
"1051",2020,11,16,17,11.2,20.5,1.3,19150
"1052",2020,11,17,17,13.8,20.1,0.2,23522
"1053",2020,11,18,20,13.3,20.5,0.2,23009
"1054",2020,11,19,17,9.1,19.3,1.3,20453
"1055",2020,11,20,18,7.5,11.6,1,18222
"1056",2020,11,21,15,11.9,22.3,0,35352
"1057",2020,11,22,15,10.8,11.6,0.2,35314
"1058",2020,11,23,26,7.9,7.3,0,21672
"1059",2020,11,24,18,11.4,13.3,0,22766
"1060",2020,11,25,24,11.1,11.6,0,22099
"1061",2020,11,26,25,7.7,4.6,0,23690
"1062",2020,11,27,32,4.4,5.6,0.2,23658
"1063",2020,11,28,44,9.4,11.8,0,34390
"1064",2020,11,29,38,8.4,7,0,27085
"1065",2020,11,30,28,8.1,16.6,0,19167
"1066",2020,12,1,17,7.1,14,0,22282
"1067",2020,12,2,29,5.8,8.9,0,24615
"1068",2020,12,3,20,6.4,10.5,15.4,14619
"1069",2020,12,4,16,5,15.7,3.8,22624
"1070",2020,12,5,18,5.2,13.3,0,31470
"1071",2020,12,6,21,4.2,6.6,1.3,20583
"1072",2020,12,7,24,2,5.7,0.8,19778
"1073",2020,12,8,30,4,6.5,2.3,21625
"1074",2020,12,9,27,6.2,12.4,1.7,23013
"1075",2020,12,10,20,7,14.1,0.2,23516
"1076",2020,12,11,20,9.8,7.5,7.6,24943
"1077",2020,12,12,22,8.8,15.8,0,29258
"1078",2020,12,13,11,8,12.9,3.6,13220
"1079",2020,12,14,16,11.5,17.1,9.3,15959
"1080",2020,12,15,17,10.2,12.5,0,26241
"1081",2020,12,16,15,9.9,14.7,2.5,17574
"1082",2020,12,17,22,10.3,13.3,0.2,22945
"1083",2020,12,18,18,12.1,21.3,0.5,18542
"1084",2020,12,19,15,11.2,18.8,2.8,16643
"1085",2020,12,20,14,9.1,15.8,1.5,17397
"1086",2020,12,21,16,11.8,16.9,6.1,11190
"1087",2020,12,22,19,11.8,14.3,1,14805
"1088",2020,12,23,16,11.9,10.3,3.3,13215
"1089",2020,12,24,10,5.7,19,1.5,15630
"1090",2020,12,25,10,3.3,14,0,17741
"1091",2020,12,26,7,7.4,21.5,0,12557
"1092",2020,12,27,10,7.3,20.9,11.4,17726
"1093",2020,12,28,13,2.9,8.3,0,12631
"1094",2020,12,29,17,3.3,10.9,0,14666
"1095",2020,12,30,17,3.5,10.5,0,17079
"1096",2020,12,31,21,1,8.1,0,15004
"1097",2021,1,1,54,2.6,9.2,0,10981
"1098",2021,1,2,36,4.1,8.5,0.5,17560
"1099",2021,1,3,29,3.8,9.3,0.2,13616
"1100",2021,1,4,10,4.3,15.3,0.1,10374
"1101",2021,1,5,11,3.7,12.3,0.7,9566
"1102",2021,1,6,11,4.2,9.6,0.1,12382
"1103",2021,1,7,20,1.9,10.5,0,12593
"1104",2021,1,8,27,0.5,6.8,0,11387
"1105",2021,1,9,28,1.1,5.5,0,19696
"1106",2021,1,10,21,1.4,11.3,0,13796
"1107",2021,1,11,18,7.3,20.7,1.1,11687
"1108",2021,1,12,14,7.3,14.9,5,11761
"1109",2021,1,13,21,6.3,9,4.1,8589
"1110",2021,1,14,11,4.4,17.3,25.2,6731
"1111",2021,1,15,23,2.5,6.2,0,13989
"1112",2021,1,16,16,5.7,14,5.3,12296
"1113",2021,1,17,17,6.5,18.2,0,24892
"1114",2021,1,18,21,5.8,15.4,0,12987
"1115",2021,1,19,11,10.8,25.9,3.6,12765
"1116",2021,1,20,12,10.2,26.4,2.6,9216
"1117",2021,1,21,12,7,23.9,0,15093
"1118",2021,1,22,17,4.7,13.4,0,16854
"1119",2021,1,23,16,2.7,12.1,0.2,24456
"1120",2021,1,24,14,0.9,10.8,4,6632
"1121",2021,1,25,16,2.2,14.9,1,13250
"1122",2021,1,26,15,3.8,13,2.2,10898
"1123",2021,1,27,16,8.4,8.8,4.8,12479
"1124",2021,1,28,14,10.9,16.4,19.9,13783
"1125",2021,1,29,15,9.7,19.9,4.8,14807
"1126",2021,1,30,13,5.3,24.1,13,7915
"1127",2021,1,31,17,2.8,16.3,0.5,16730
