year,month,day,dust,temp,wind,rain
2019,12,20,15,9.2,13.1,15.2
2019,12,21,14,9.1,15.3,7.5
2019,12,22,14,9.1,17.6,1.8
2019,12,23,18,8.9,18.7,0
2019,12,24,17,10.1,19.2,2
2019,12,25,16,6.9,10.5,0
2019,12,26,17,7.5,18.3,4.4
2019,12,27,20,8.3,9.3,0
2019,12,28,23,8.3,8,0
2019,12,29,23,8,10,0
2019,12,30,NA,7.2,10.8,0
2019,12,31,NA,7.8,12.2,0.2
2020,1,1,41,5.2,6.5,0
2020,1,2,16,9.3,14.5,0
2020,1,3,15,9.3,19.5,1.2
2020,1,4,16,7.3,16.8,0
2020,1,5,11,8.5,13.7,0
2020,1,6,9,8.5,18.3,0.5
2020,1,7,14,10.2,17.4,0
2020,1,8,21,12.2,16.5,0
2020,1,9,37,12.2,21.2,6.4
2020,1,10,12,7.2,14.8,0
2020,1,11,17,10,21.5,0.1
2020,1,12,12,10.4,22.1,1.7
2020,1,13,13,9.6,21.1,5.3
2020,1,14,9,11.2,25.1,1.7
2020,1,15,10,9.8,19.4,9.1
2020,1,16,16,10.3,17.5,3
2020,1,17,13,8.9,18.3,1.7
2020,1,18,20,5.3,12.8,0
2020,1,19,26,4.7,7,0
2020,1,20,44,4.8,7.6,0
2020,1,21,41,4.1,7.6,0
2020,1,22,30,6.2,4.8,0
2020,1,23,27,7.8,4.5,0
2020,1,24,27,7.2,5.4,0
2020,1,25,35,6.4,9.5,0.1
2020,1,26,27,9.2,13.9,2.3
2020,1,27,13,8.5,12.8,8.4
2020,1,28,16,5.7,24.9,2.1
2020,1,29,23,6.8,22.3,0
2020,1,30,15,10.8,17.9,0.5
2020,1,31,13,11.6,21.6,1
2020,2,1,22,10.9,27.7,0
2020,2,2,22,11,20.5,7.1
2020,2,3,24,10.3,23.1,0.1
2020,2,4,23,7.8,24.5,0
2020,2,5,39,6.7,7.5,0
2020,2,6,42,5.9,6.9,0
2020,2,7,41,6.3,12.4,0
2020,2,8,26,10,16.8,1.5
2020,2,9,16,11.4,38.5,10.6
2020,2,10,18,7.9,34.7,5.5
2020,2,11,21,6.1,33.2,0
2020,2,12,19,6.2,23.2,0.5
2020,2,13,17,8.2,20.5,6.6
2020,2,14,28,9.1,16.5,0
2020,2,15,12,12.4,28.4,4.9
2020,2,16,10,11,30.5,15.6
2020,2,17,21,8.7,26.3,0.2
2020,2,18,18,7.6,23.3,3.3
2020,2,19,20,7.1,20.2,1
2020,2,20,13,8.8,25.3,3.8
2020,2,21,23,8.5,25.9,0
2020,2,22,22,11.6,34.5,0.5
2020,2,23,13,11.7,26.1,1
2020,2,24,12,10.2,24.9,6.1
2020,2,25,17,7,23.6,0.5
2020,2,26,17,5.6,23.6,0.1
2020,2,27,16,5.2,16.4,8.6
2020,2,28,18,7.3,17.3,5.9
2020,2,29,23,8.6,29.1,7.1
2020,3,1,15,7.7,24.3,0
2020,3,2,13,6.6,14,4.3
2020,3,3,26,6.5,15.4,0
2020,3,4,22,6.1,11.2,3
2020,3,5,20,6.4,16.4,12.4
2020,3,6,28,6.7,11.5,0
2020,3,7,29,8.5,16.6,0
2020,3,8,16,10.5,23.7,4.3
2020,3,9,17,8.3,20.9,6.3
2020,3,10,10,13.4,27.6,1.3
2020,3,11,14,11.8,22.3,1
2020,3,12,19,8.4,30.9,1
2020,3,13,18,8.9,19.6,0
2020,3,14,13,10.1,15.1,3.6
2020,3,15,10,10.5,19.5,1.3
2020,3,16,14,9.2,11.2,0
2020,3,17,15,10.2,16,0
2020,3,18,19,12.3,18.6,0
2020,3,19,22,8.1,12.8,0.5
2020,3,20,17,7.8,20.6,0
2020,3,21,19,7.3,25.4,0
2020,3,22,20,7,22.2,0
2020,3,23,26,7,19.2,0
2020,3,24,25,8.8,10.9,0
2020,3,25,36,7.4,11.8,0
2020,3,26,47,6.9,14.2,0
2020,3,27,42,8.2,13.8,0
2020,3,28,30,7.7,16.1,0.1
2020,3,29,25,5.5,17.9,0.1
2020,3,30,NA,6.3,11.6,0.2
2020,3,31,NA,6.5,14.5,0
2020,4,1,18,6.3,7.6,0
2020,4,2,14,10.5,14.9,0
2020,4,3,20,10.8,9,0
2020,4,4,21,11.1,11.5,0
2020,4,5,17,14.8,17.8,0
2020,4,6,18,15,13.2,0.2
2020,4,7,30,13,10.7,0
2020,4,8,52,14.5,11.2,0
2020,4,9,54,14.2,15,0
2020,4,10,46,13.7,16.6,0
2020,4,11,38,15.6,10.2,0
2020,4,12,29,17.8,9,0.1
2020,4,13,19,9.3,24.3,0
2020,4,14,18,8.2,13.6,0
2020,4,15,31,10,11.2,0
2020,4,16,51,12.2,12,0
2020,4,17,23,11.2,23.3,0.8
2020,4,18,27,10.3,10.5,1.7
2020,4,19,23,11.7,14.9,0
2020,4,20,31,12.1,21.4,0
2020,4,21,32,13.4,23.2,0
2020,4,22,32,14.2,16,0
2020,4,23,36,14.6,11.7,0
2020,4,24,35,14.3,9.9,0
2020,4,25,21,10.4,17,0
2020,4,26,22,13.3,8.1,0
2020,4,27,29,13.9,11.1,0
2020,4,28,12,9.2,18.4,13.1
2020,4,29,17,11,12.6,1.5
2020,4,30,14,10.4,18.1,10.9
2020,5,1,15,11.3,18.2,5.3
2020,5,2,12,12.5,14.9,0
2020,5,3,15,12.9,9.9,0
2020,5,4,20,12.8,16.6,0
2020,5,5,18,11.1,26.5,0
2020,5,6,24,11.5,14.3,0
2020,5,7,29,15.4,8.6,0
2020,5,8,22,18.2,8,0
2020,5,9,38,17.8,12.8,0
2020,5,10,27,13.1,16.7,0
2020,5,11,20,8.7,19.2,0
2020,5,12,17,10,8.3,0
2020,5,13,15,9.7,14.3,0
2020,5,14,13,9,13.3,0
2020,5,15,18,12.8,7.7,0
2020,5,16,17,13.7,10,0
2020,5,17,15,15.7,13.3,0
2020,5,18,16,17.8,18,0
2020,5,19,16,19.9,13.3,0
2020,5,20,16,22,9.3,0
2020,5,21,12,22.2,8.5,0
2020,5,22,19,19.5,22.9,0
2020,5,23,18,15.5,28.2,0.2
2020,5,24,16,16.9,18.6,0
2020,5,25,17,19.8,8.6,0
2020,5,26,18,20.6,10.3,0
2020,5,27,19,18.6,12.5,0
2020,5,28,22,16.3,20.6,0
2020,5,29,25,16.5,17.9,0
2020,5,30,25,17.5,17.4,0
2020,5,31,22,18.4,19.8,0
2020,6,1,19,18.5,13.8,0
2020,6,2,19,19.1,9.3,0
2020,6,3,24,16.8,10.4,0.1
2020,6,4,13,13.5,16.7,0
2020,6,5,13,13.5,22.5,0.2
2020,6,6,14,11.4,24.1,9.9
2020,6,7,12,13.4,12.4,0.2
2020,6,8,19,13,11.9,0
2020,6,9,20,14.6,9.1,0
2020,6,10,19,13.8,10.6,1.3
2020,6,11,16,15,18.3,0.2
2020,6,12,25,16.9,19.6,0.2
2020,6,13,16,18.8,17.8,0.1
2020,6,14,16,19,11.9,0
2020,6,15,12,19.3,8,0
2020,6,16,13,19.5,9.2,0
2020,6,17,14,18.7,6.9,2.1
2020,6,18,13,16.9,11.7,20.7
2020,6,19,15,16.9,17.5,0.8
2020,6,20,14,18.1,14.7,0
2020,6,21,13,18.8,19.2,1
2020,6,22,22,18.6,14.7,0
2020,6,23,23,21.5,11,0
2020,6,24,31,23.4,17.9,0
2020,6,25,32,24.1,17.4,0
2020,6,26,28,23.3,13,0.5
2020,6,27,11,18.1,21,2.3
2020,6,28,12,16.6,23.9,5.5
2020,6,29,15,16.6,27.3,0
2020,6,30,12,16.7,17.7,0
2020,7,1,12,18.2,15.5,1.3
2020,7,2,11,16.9,15.5,5.9
2020,7,3,9,17.4,22.2,0.8
2020,7,4,10,18.3,24.5,1.4
2020,7,5,13,18.9,33,0
2020,7,6,14,16.7,21.8,0
2020,7,7,14,17.2,12.2,4.6
2020,7,8,11,17.3,12.4,7.6
2020,7,9,13,18.2,17.8,3.6
2020,7,10,11,16,16.6,0.5
2020,7,11,12,16.6,11.8,0
2020,7,12,16,18.8,7.8,0
2020,7,13,15,20.4,14.1,0.2
2020,7,14,9,18.4,11,1
2020,7,15,9,17.4,12.6,0
2020,7,16,9,19.2,14.2,0
2020,7,17,16,23.2,11.4,0
2020,7,18,11,20.9,14.7,0
2020,7,19,9,18.1,11.3,0.5
2020,7,20,13,17.3,9.1,0
2020,7,21,12,17.6,8.3,0
2020,7,22,13,20.2,12,0
2020,7,23,16,20.5,15.9,0
2020,7,24,12,20.8,15,0
2020,7,25,9,18.9,17.1,4.3
2020,7,26,11,18.1,18.2,3
2020,7,27,9,18.6,18.4,1.7
2020,7,28,10,17.8,21.8,0
2020,7,29,15,18.7,12.5,0
2020,7,30,16,22.5,10,0
2020,7,31,36,25.8,17.2,0
2020,8,1,15,22.2,18.1,0
2020,8,2,13,19.8,17.4,0
2020,8,3,12,19,12.7,0.1
2020,8,4,16,19.2,13.4,0
2020,8,5,12,21.2,19.6,0
2020,8,6,13,23.4,11,0
2020,8,7,21,26.5,6.9,0
2020,8,8,25,26,10,0
2020,8,9,23,24,13.6,0
2020,8,10,31,25.7,13.8,0
2020,8,11,44,26.7,10,0
2020,8,12,50,26.5,12.7,0
2020,8,13,29,23.3,9.6,1
2020,8,14,19,18.9,8.9,1.7
2020,8,15,19,19.2,7.4,6.9
2020,8,16,24,20.7,7.7,13.8
2020,8,17,13,19.6,10,1.7
2020,8,18,12,20.4,14.7,0.6
2020,8,19,9,19.2,12.2,11.5
2020,8,20,23,21.8,15.8,0
2020,8,21,20,21.1,26.6,0
2020,8,22,17,19.5,23.9,0
2020,8,23,11,18.6,21.5,0
2020,8,24,14,17.8,15.1,0
2020,8,25,12,18.6,26.8,6.6
2020,8,26,13,19.1,26.1,0
2020,8,27,16,16.6,14.2,4.8
2020,8,28,11,15.7,15.2,2.8
2020,8,29,12,13.7,18.8,0.2
2020,8,30,16,14.6,14.9,0
2020,8,31,13,14.3,5.7,0
2020,9,1,20,15.4,6.5,0
2020,9,2,21,16.4,10.8,0.8
2020,9,3,16,19.3,20.1,1.5
2020,9,4,19,16.8,17,0.5
2020,9,5,18,15.6,14.6,0
2020,9,6,16,15.8,9.9,0
2020,9,7,17,16.9,14.5,0
2020,9,8,11,20.4,15.2,0
2020,9,9,10,19,13.8,0
2020,9,10,15,15.6,5.7,0
2020,9,11,18,15.7,11.9,0
2020,9,12,11,17.6,16.4,0
2020,9,13,11,19.2,12.5,0
2020,9,14,29,19.8,11,0
2020,9,15,49,22.1,7.3,0
2020,9,16,36,21.1,13.7,0
2020,9,17,22,16.6,19.2,0
2020,9,18,21,16.2,18,0
2020,9,19,17,18.2,16.8,0
2020,9,20,10,18.6,13.7,0
2020,9,21,16,17.4,5.3,0
2020,9,22,18,19.6,12.8,0
2020,9,23,9,16.8,17.1,5.3
2020,9,24,6,12.2,14.2,4
2020,9,25,11,11.9,26.1,1.7
2020,9,26,15,10.9,23.6,0.5
2020,9,27,13,12.3,18.4,0
2020,9,28,17,14.4,13.7,0
2020,9,29,16,16.3,8.6,5.1
2020,9,30,14,15,13,4
2020,10,1,10,13.7,14,0.5
2020,10,2,11,13.3,26.5,31
2020,10,3,13,14.3,12.1,34
2020,10,4,7,10.8,18,23
2020,10,5,13,13.4,19.5,1.5
2020,10,6,12,13.9,22,6.3
2020,10,7,16,13.2,18.3,3
2020,10,8,12,15.4,18.1,7.8
2020,10,9,17,11.3,14.6,2.1
2020,10,10,13,10.5,18.5,0.8
2020,10,11,11,11.3,12.1,0
2020,10,12,16,10.6,9.1,5.3
2020,10,13,13,10.1,11.2,4.6
2020,10,14,10,11.3,12.3,2.1
2020,10,15,12,10.4,10.7,0.5
2020,10,16,11,10.5,6.2,0
2020,10,17,10,11.1,6.8,0
2020,10,18,15,11.4,5,0
2020,10,19,15,12.9,13.6,0
2020,10,20,15,15.9,16.4,0.8
2020,10,21,11,15.1,13.4,17
2020,10,22,12,14,14.6,0
2020,10,23,12,13.3,13.8,0
2020,10,24,7,13.5,19,7.6
2020,10,25,7,11.1,14.2,2.1
2020,10,26,10,10.7,15.1,0.8
2020,10,27,11,10.9,15.7,2.5
2020,10,28,11,10.7,18.3,1
2020,10,29,10,12.7,20.5,3.6
2020,10,30,12,16,21.4,1.3
2020,10,31,18,14.3,18.9,6.6
2020,11,1,13,15.5,22.5,0.2
2020,11,2,11,15,30.3,1
2020,11,3,13,9.1,18.3,2.8
2020,11,4,18,7.7,6.7,0
2020,11,5,46,6.7,6,0
2020,11,6,46,7.7,10.5,0.2
2020,11,7,29,10,8.8,0
2020,11,8,29,12.9,6.5,1.5
2020,11,9,13,14.3,6.7,2.3
2020,11,10,16,13.3,7.4,1.3
2020,11,11,15,12.5,13.1,2.3
2020,11,12,17,11.8,17.6,0
2020,11,13,21,11.8,11.5,0.5
2020,11,14,17,13.7,16.7,5.3
2020,11,15,13,12,20.6,10.6
2020,11,16,17,11.2,20.5,1.3
2020,11,17,17,13.8,20.1,0.2
2020,11,18,20,13.3,20.5,0.2
2020,11,19,17,9.1,19.3,1.3
2020,11,20,18,7.5,11.6,1
2020,11,21,15,11.9,22.3,0
2020,11,22,15,10.8,11.6,0.2
2020,11,23,26,7.9,7.3,0
2020,11,24,18,11.4,13.3,0
2020,11,25,24,11.1,11.6,0
2020,11,26,25,7.7,4.6,0
2020,11,27,32,4.4,5.6,0.2
2020,11,28,44,9.4,11.8,0
2020,11,29,38,8.4,7,0
2020,11,30,28,8.1,16.6,0
2020,12,1,17,7.1,14,0
2020,12,2,29,5.8,8.9,0
2020,12,3,20,6.4,10.5,15.4
2020,12,4,16,5,15.7,3.8
2020,12,5,18,5.2,13.3,0
2020,12,6,21,4.2,6.6,1.3
2020,12,7,24,2,5.7,0.8
2020,12,8,30,4,6.5,2.3
2020,12,9,27,6.2,12.4,1.7
2020,12,10,20,7,14.1,0.2
2020,12,11,20,9.8,7.5,7.6
2020,12,12,22,8.8,15.8,0
2020,12,13,11,8,12.9,3.6
2020,12,14,16,11.5,17.1,9.3
2020,12,15,17,10.2,12.5,0
2020,12,16,15,9.9,14.7,2.5
2020,12,17,22,10.3,13.3,0.2
2020,12,18,18,12.1,21.3,0.5
2020,12,19,15,11.2,18.8,2.8
2020,12,20,14,9.1,15.8,1.5
2020,12,21,16,11.8,16.9,6.1
2020,12,22,19,11.8,14.3,1
2020,12,23,16,11.9,10.3,3.3
2020,12,24,10,5.7,19,1.5
2020,12,25,10,3.3,14,0
2020,12,26,7,7.4,21.5,0
2020,12,27,10,7.3,20.9,11.4
2020,12,28,13,2.9,8.3,0
2020,12,29,17,3.3,10.9,0
2020,12,30,17,3.5,10.5,0
2020,12,31,21,1,8.1,0
2021,1,1,54,2.6,9.2,0
2021,1,2,36,4.1,8.5,0.5
2021,1,3,29,3.8,9.3,0.2
2021,1,4,10,4.3,15.3,0.1
2021,1,5,11,3.7,12.3,0.7
2021,1,6,11,4.2,9.6,0.1
2021,1,7,20,1.9,10.5,0
2021,1,8,27,0.5,6.8,0
2021,1,9,28,1.1,5.5,0
2021,1,10,21,1.4,11.3,0
2021,1,11,18,7.3,20.7,1.1
2021,1,12,14,7.3,14.9,5
2021,1,13,21,6.3,9,4.1
2021,1,14,11,4.4,17.3,25.2
2021,1,15,23,2.5,6.2,0
2021,1,16,16,5.7,14,5.3
2021,1,17,17,6.5,18.2,0
2021,1,18,21,5.8,15.4,0
2021,1,19,11,10.8,25.9,3.6
2021,1,20,12,10.2,26.4,2.6
2021,1,21,12,7,23.9,0
2021,1,22,17,4.7,13.4,0
2021,1,23,16,2.7,12.1,0.2
2021,1,24,14,0.9,10.8,4
2021,1,25,16,2.2,14.9,1
2021,1,26,15,3.8,13,2.2
2021,1,27,16,8.4,8.8,4.8
2021,1,28,14,10.9,16.4,19.9
2021,1,29,15,9.7,19.9,4.8
2021,1,30,13,5.3,24.1,13
2021,1,31,17,2.8,16.3,0.5
